,Corr,p-value
learner,-0.008013082427033823,0.0003912978573580212
bendi,-0.008011851136836145,0.0003921077033519319
preparation,-0.008011689098634586,0.00039221439589257035
cardiff,-0.008009457880674857,0.00039368628171055855
warrington,-0.00799842462667481,0.00040104084471850974
shovel,-0.007994880410585874,0.00040343046052582654
curry,-0.007990500332343903,0.0004064020163656869
science,-0.007950256188560191,0.00043467780133574533
export,-0.007933715325874436,0.00044682361506692724
wedding,-0.007932447068612864,0.00044776784075574666
roller,-0.007924849827648416,0.0004534631378045909
warranty,-0.007921479380802234,0.0004560113905348748
loading,-0.007910948475690661,0.00046405972707864025
litter,-0.007889139478420924,0.00048115065102894886
progressor,-0.007884347419908733,0.0004849838593064514
cad,-0.007858191135072476,0.0005064133131687133
magazine,-0.007853621051965784,0.0005102469160503301
repair,-0.00785231053760166,0.000511351218660488
holiday,-0.007847267724933285,0.0005156213494253523
minibus,-0.007833811662870751,0.0005271788383212154
ordinator,-0.007833752332309454,0.000527230328083483
website,-0.007828396467654118,0.0005318977460634305
gdn,-0.007784971413408694,0.0005711873643724257
cold,-0.007763679517710077,0.0005914238337296493
regis,-0.007754775685009077,0.0006000825882229291
digger,-0.00774729345653591,0.0006074499504672968
haul,-0.007737842015454921,0.0006168766237879372
ranger,-0.007736438118850604,0.0006182883967718967
asd,-0.0077320500673022366,0.0006227204738045684
ironer,-0.00772396384731265,0.0006309653416755505
expeditor,-0.007721054303095805,0.0006339567313121229
swansea,-0.0077200148728401785,0.0006350285952739105
hall,-0.007719849104773259,0.0006351996916524067
plymouth,-0.007713404328473512,0.0006418849607664821
special,-0.0076910410476854745,0.0006655936558308036
face,-0.00768268942992556,0.0006746546540717288
cuisine,-0.007675944082553327,0.0006820565166302609
recruiter,-0.007673967979107676,0.0006842392058420076
grill,-0.007654612540427824,0.0007059640080833941
kingston,-0.007649018594985282,0.0007123611008141199
pupil,-0.0076322994726212385,0.0007318031378520611
led,-0.007629575501510236,0.0007350170475743868
multiskilled,-0.007609090167477884,0.0007596102247332973
static,-0.0075933207894618064,0.0007790598816699444
caseworker,-0.007574541353738684,0.000802824877327375
storeman,-0.007553840768048971,0.0008297995108190654
salesperson,-0.007540238686623607,0.0008479793551362884
burger,-0.007528215104554009,0.0008643563357001356
rg,-0.007519823435262687,0.0008759596387971652
paraplanner,-0.007506609971336993,0.0008945231846056152
rotherham,-0.007505297548215896,0.0008963867746584658
hygiene,-0.007498775874426265,0.0009057007859749641
macclesfield,-0.0074967270886534204,0.0009086452487799036
pmld,-0.0074965623194044135,0.0009088824359699909
payroller,-0.007460348333729211,0.0009624275713891156
weighbridge,-0.007449828355387576,0.0009785212090204795
milling,-0.0074475655152257385,0.0009820153466878366
home,-0.007442517400184107,0.0009898520089609128
portrait,-0.007434600779818484,0.0010022584021140968
upto,-0.007433589049489689,0.0010038542501649703
multioutlet,-0.007432006166045035,0.001006355723442439
verifier,-0.007423584710371796,0.0010197616654725598
helpline,-0.007403278014113135,0.0010527701849380336
woking,-0.007373483942363792,0.0011029928224993554
round,-0.007373404691584463,0.001103129318053388
sqn,-0.007366914575162884,0.0011143605671874992
preston,-0.007357281304202261,0.0011312261457596604
epsom,-0.0073555838386001006,0.001134222347814244
storesperson,-0.007349317440202702,0.0011453468308296549
derby,-0.007347616891146334,0.0011483830971805132
sunday,-0.0073426564870815655,0.0011572822642639323
punch,-0.007342371962140658,0.0011577946412993547
cb,-0.007326214532490471,0.0011872375678804318
detective,-0.007302895224776241,0.0012309523881325734
meal,-0.007293588600849646,0.001248810110704094
southampton,-0.007292854406774404,0.001250229027177932
afternoon,-0.007255839046359001,0.0013237252647355902
wireman,-0.007255752732574391,0.0013239012107237216
fun,-0.007221115769643353,0.0013962745619176856
stratforduponavon,-0.007214006184895821,0.0014115740195548893
organiser,-0.007200794315470823,0.0014404164866518613
personnel,-0.007190490712698435,0.001463285947016173
york,-0.0071657272847485,0.001519625095090382
outdoor,-0.007163741666140735,0.0015242280061413599
ahrc,-0.0071435239931959445,0.001571831625151197
metropole,-0.007143213642137294,0.0015725729162493316
shunter,-0.007137558089720315,0.0015861380270560308
jp,-0.007136483567567291,0.0015887274656192446
polisher,-0.007135833428344986,0.0015902960934988744
ford,-0.0071232303687331884,0.0016209873228031847
employer,-0.007121382238768297,0.0016255334821738232
heath,-0.007119990861544375,0.0016289638284693003
super,-0.0071058618181396764,0.001664177298843436
phlebotomist,-0.007101977553010909,0.0016739799563964273
extinguisher,-0.007098131614314824,0.0016837382017495883
bartender,-0.007083413594046049,0.0017215673001531567
ocean,-0.00707907038873675,0.0017328789003923529
handyperson,-0.00707579558573377,0.0017414530650379583
conveyancer,-0.007071778000913021,0.0017520252777203718
hire,-0.007068250044885487,0.0017613576679213188
reconciliation,-0.007061648506735451,0.0017789433794669163
technologist,-0.007060129129605549,0.001783013600838941
marlow,-0.007052179907178381,0.00180444847198315
filing,-0.007015051718491084,0.0019077350316661964
coater,-0.007014936014847347,0.0019080652253780125
sandwich,-0.0070099087335057115,0.0019224628066231634
link,-0.007008493771812338,0.001926533054093413
caerphilly,-0.007000023197385113,0.0019510652477079727
weston,-0.0069952230954152365,0.0019650941293426405
required,-0.006992771569799749,0.0019722946791405414
groundworkers,-0.0069908570196297905,0.0019779348745139324
hgv1,-0.006979996786329325,0.002010209874795556
minute,-0.006979473300518367,0.0020117777387532974
hostess,-0.006974574435465667,0.0020265045472401878
summer,-0.006966673658989378,0.002050464152823429
bistro,-0.006957764967804543,0.002077791887832711
volunteer,-0.0069413299835466135,0.0021290851993305496
tomorrow,-0.006938229418437631,0.0021388912307914766
moffett,-0.0069373947992457455,0.0021415379118123533
enabler,-0.006933223275202428,0.0021548113995093336
cutter,-0.006915762062902793,0.002211194342441053
plasterer,-0.006914718155652892,0.0022146076169976643
ambulance,-0.006884618399208824,0.0023151261930084467
harrogate,-0.006861037419031995,0.002396775621770283
fri,-0.006854343099541927,0.0024204305022299424
flemish,-0.006851860201856993,0.0024292581945768773
grove,-0.006846672895118006,0.002447796302027558
lynn,-0.006846393296593282,0.0024487991830814543
courier,-0.006834977561129731,0.0024900683358887272
position,-0.006832961313593411,0.0024974230697907837
article,-0.006830796215174601,0.002505342896031306
leicestershire,-0.006817384291064946,0.00255491720773479
labour,-0.006801928967175594,0.0026131560750772176
sheltered,-0.006799069590343179,0.0026240629205910894
chelmsford,-0.006789240792216841,0.002661872163573715
mare,-0.006785262460568106,0.002677316990897226
welfare,-0.006780645830317419,0.002695342480319276
immediately,-0.006778730540109166,0.0027028531652691793
excellent,-0.006768620389306213,0.0027428173127753905
area,-0.006758187714347741,0.002784621631291131
warm,-0.006748144990684144,0.0028254122968052434
bognor,-0.0067473069391249035,0.00282884076720664
prestige,-0.006744352162928398,0.0028409590914340896
complex,-0.006741185017142587,0.002854001016175116
cynorthwyydd,-0.006717782925814804,0.002952074926599287
commission,-0.00671674516336104,0.0029564943800680886
replenishment,-0.0067100126397057905,0.0029853126885411906
today,-0.006707693435846609,0.0029952991461502268
translator,-0.006707662772515378,0.0029954313859687754
advertising,-0.006692874005330388,0.0030598342436534186
complaint,-0.006685740702533617,0.0030913479703843756
ppi,-0.006676969062504438,0.00313050519468579
cotswold,-0.006676405304623497,0.0031330372481470454
bakery,-0.006672175343719019,0.003152095268480988
laser,-0.006667970503908922,0.003171144783145778
croydon,-0.006662274112859869,0.003197118960633768
made,-0.006661572469890253,0.003200331660375812
av,-0.006661118514584006,0.0032024118091086304
caregiver,-0.006653417480922786,0.0032378883368324534
sipp,-0.0066492290433576556,0.0032573332992465
dcc,-0.006647935084744965,0.0032633620210270288
florist,-0.0066127535075147644,0.003431223559465169
cooking,-0.006603100191348859,0.0034786368944540757
second,-0.006595432216307594,0.003516723076543348
conservation,-0.0065890022709549564,0.003548952122660282
bt,-0.006585436706226406,0.003566939527258946
yeovil,-0.006581790227177626,0.0035854208661848593
style,-0.0065563553165479465,0.0037167735046947153
audio,-0.006555136489779329,0.0037231763208244073
late,-0.006547232215314533,0.0037649434778990417
nottingham,-0.006532984048459096,0.0038413096855344784
abbot,-0.0065317528258903804,0.0038479743102763056
derbyshire,-0.0065304181376045906,0.003855210861405523
rh,-0.00652360754140862,0.0038923301288656398
cat,-0.0065180820737339345,0.003922683363657198
chipping,-0.006507088316964558,0.003983715961058776
flight,-0.006507037362572658,0.0039840008341582
accrington,-0.006505160628413997,0.003994506075003951
fundraisersget,-0.006491431821169931,0.004072122826862245
available,-0.006489981114719516,0.004080403950687486
italia,-0.006489814615072873,0.004081355364165703
newton,-0.006484599287960721,0.004111258937946196
lovely,-0.006472669820712259,0.004180408859137687
farm,-0.006449754179783917,0.004316208477990192
sims,-0.006425506476146358,0.004464246255335685
bbsrc,-0.00642302725295998,0.004479638834921909
es,-0.006413284075923389,0.004540597545424982
air,-0.006413161785610968,0.004541367413128655
tipper,-0.00640880720879099,0.004568858453185933
cheadle,-0.006375482908297299,0.004784280221446583
catalogue,-0.006355459437877961,0.004918099883739199
lively,-0.0063531173812427155,0.00493397133158865
sport,-0.00635249808003477,0.0049381758957285915
camp,-0.006348256139954688,0.004967062529389682
create,-0.006341661750071809,0.005012272318279525
powder,-0.006338636600179189,0.0050331363498627175
washer,-0.006337057227815531,0.005044060227457615
fulltime,-0.006335648079002764,0.00505382482642027
klive,-0.006330720644451069,0.005088103640780488
generation,-0.006329284692229494,0.005098132639360437
montessori,-0.0063089935833606494,0.005241772927141306
scrub,-0.006304454201453064,0.005274403377605107
prepper,-0.006287602634023202,0.005397148565824396
colleague,-0.006286512184732966,0.00540517943929284
exam,-0.006284987057878506,0.00541642969650948
shot,-0.006282714212816779,0.005433234805753521
abbey,-0.00627837136206023,0.0054654762109921885
bluc,-0.006274255080987783,0.005496194875300645
invigilator,-0.0062714511052086,0.005517209308791944
telephonist,-0.006263834970367368,0.00557465499552325
nuneaton,-0.006260574089322757,0.005599415197123903
urgently,-0.006252274302391771,0.005662884603912954
asap,-0.006252179692526909,0.005663611822021003
february,-0.0062488785805555344,0.005689038605468409
handy,-0.006245402327376445,0.005715925670042609
16,-0.00624438555352054,0.00572381153601864
aaad,-0.006241912249627466,0.0057430348935987715
auxiliary,-0.006241645030117421,0.005745115295408151
leader,-0.0062367530581774544,0.005783321383610501
woodley,-0.006226015608864979,0.005867984787631727
shepperton,-0.0062254263900926796,0.005872662874466418
trafford,-0.00622371115178388,0.005886300106672233
carded,-0.006202645106175083,0.006056131960822792
fleet,-0.006200757553101982,0.006071562588486547
hoist,-0.006200556283554071,0.0060732100421580695
challenging,-0.006189239022597319,0.006166495716808656
crane,-0.006189213974993233,0.006166703601668653
bench,-0.006188277053614107,0.006174484206188437
question,-0.006181536145642594,0.006230724738361566
passenger,-0.006167412239569285,0.006350060867443132
latimer,-0.006163686080365782,0.006381885055765304
hairstylist,-0.006161623420157057,0.006399563362691457
nursing,-0.006158266165462205,0.006428431407132903
bounty,-0.00615210719259511,0.006481695380941503
tearoom,-0.00613581174179092,0.006624541459145156
gateman,-0.006127823249927806,0.0066955973364280184
hostel,-0.006124850262949079,0.006722215843882052
shuttering,-0.006124217148991969,0.0067278966716433864
leaver,-0.00611384697218222,0.0068215627871561465
john,-0.006107872509289795,0.006876056127415235
editing,-0.006091561586536114,0.007026825652336713
traditional,-0.006086943531677571,0.007070048390680182
forwarder,-0.006086943531677564,0.007070048390680182
floor,-0.0060837082690039825,0.007100470913678162
cellar,-0.006082468729884055,0.00711215792259783
burton,-0.006078588782070477,0.007148851769829341
weybridge,-0.006073261615808932,0.007199509240610946
antrim,-0.006072598995187335,0.007205832757582528
qts,-0.006059040852861467,0.0073363199821453815
steward,-0.006054462148526356,0.007380863166394654
checked,-0.006045193484487614,0.007471775209045896
pool,-0.0060451185586981124,0.007472514195449954
aylesbury,-0.006043173272720126,0.007491723331702407
dewsbury,-0.006039677678699435,0.007526352619190968
mail,-0.006029197951150514,0.00763103237149911
unit,-0.006025008557712908,0.007673243163314913
plater,-0.006010612112359639,0.00781989624238646
exeter,-0.006009275934360715,0.007833634095671702
promoter,-0.006007953603467983,0.007847250862365825
sherborne,-0.0060058794576076935,0.00786865219671543
hill,-0.006005337745007212,0.007874250268612399
cmm,-0.006004429070923204,0.007883648541583585
auto,-0.005992681321588651,0.008006061507573914
psv,-0.005989644127113471,0.0080379850717385
dump,-0.0059888041903443075,0.008046833634498431
monfri,-0.005978721269372439,0.008153737908509888
tunbridge,-0.005974713938914947,0.008196577466434
fantastic,-0.00597132726816251,0.008232938917219127
hemel,-0.005969636087087716,0.008251150493678526
croatian,-0.005965321194190524,0.008297779070592827
attendance,-0.005959585839557085,0.00836012266290414
pet,-0.005957840221613904,0.008379180611842108
llandrindod,-0.005956923174187146,0.008389208125929346
grantham,-0.005952670545940105,0.0084358491981466
coil,-0.0059514622023838296,0.008449144053208723
helpful,-0.00595145784741565,0.008449192002522346
pru,-0.005949140886340635,0.008474737024197269
deluxe,-0.005948477101368885,0.008482068120578697
stafford,-0.005939318881326957,0.008583795478613232
plate,-0.005931748572711985,0.00866870662494424
wilmslow,-0.0059255003112749045,0.00873935391179581
numeracy,-0.005923539237448903,0.008761633044497372
fibreglass,-0.005920857796133266,0.008792178175982298
keeping,-0.0059145951335889835,0.008863889014661277
articulated,-0.005911025853594927,0.00890499251597296
examination,-0.005907319256498813,0.008947857465721153
andrew,-0.005903968217092861,0.008986769077052209
behaviour,-0.005901658400393037,0.009013678120172168
whitby,-0.005899920816357591,0.009033968127289954
farnham,-0.005899316232624355,0.009041037491834884
invoicing,-0.005898895999404807,0.009045954165506043
skip,-0.005896019463367702,0.00907967340833023
dementia,-0.005895729531929631,0.00908307825144422
facilitator,-0.005895101474888225,0.009090457820044879
warden,-0.005892049203549395,0.009126397785204838
translation,-0.005886683240795131,0.009189888676183477
bella,-0.005886539590945017,0.009191593768098931
ambassador,-0.0058811138980852115,0.009256202628434252
endoscopy,-0.0058798250392607995,0.009271609734088044
provided,-0.0058758143364244925,0.009319700457402233
reader,-0.0058724047458150585,0.009360758376636816
become,-0.005861451691191828,0.009493747876157465
wk,-0.005858567656576034,0.00952904425488135
wokingham,-0.005857340929972608,0.009544093039921379
sewer,-0.0058479338578091055,0.009660199774386665
lunch,-0.00584430787084113,0.009705288632594788
shelter,-0.005839417774833952,0.009766393636496794
trimmer,-0.005839095670774342,0.00977043055054746
licence,-0.005828366358977998,0.00990575309949444
